7113.891577361754	7072.157454686609	7106.855371216998
7081.619914982247	7069.100294759184	7129.701474431635
7133.834615642731	7108.458055274521	7107.322154171846
7105.717966333299	7135.299632889689	7157.832371695299
7053.326569528693	7116.43552351179	7126.888964945297
7097.647248563979	7083.637487611932	7098.882599600616
7084.203719545758	7053.107007634454	7122.058034911209
7119.279436541254	7101.889338421497	7120.544942074508
7074.026671244756	7083.0944204347015	7113.7489375876285
7077.137328545175	7133.376956482269	7127.786920927836
7055.810857939139	7100.020442217761	7110.467593664158
7019.228833657691	7135.325905492311	7144.984622441464
7076.949210060355	7140.940381781502	7086.841926634526
7105.024372868841	7121.0262368688755	7114.616108261459
7162.991332600343	7100.95863022218	7131.750291813823
7087.047134687301	7090.366736187397	7073.432018201302
7091.726449620375	7082.838139390803	7112.847792526162
7150.248741599426	7109.045377203729	7077.425068333901
7103.841905565903	7113.602374073509	7149.783971675322
7115.238929569277	7111.313318068442	7102.553467814065
7128.261642662658	7094.467670505588	7123.9694508481725
7072.029233187071	7118.654834332856	7141.38372550579
7105.766214126741	7168.589737099869	7082.93453430151
7172.367754733333	7080.947915484407	7114.922486376849
7158.138985550642	7132.057341156846	7101.624649644507
7081.03974964474	7122.374305552298	7119.885350689339
7047.846387084186	7119.1980357690045	7118.630504581782
7146.058258894447	7162.991332600343	7086.846679908681
7109.635534345594	7139.487899043897	7151.197786608888
7110.563976312405	7130.894482972595	7119.207416820374
7106.420959840863	7088.6413461308275	7107.266812797805
7080.06463435599	7103.594411727615	7123.129090849364
7079.592741769293	7109.184916978734	7095.784521991368
7152.536287543379	7172.477899564874	7116.936080107483
7126.93905034437	7162.991332600343	7114.5423085524535
7086.027763366972	7105.824281551109	7103.021929545282
7143.5867838781805	7056.132004672596	7143.443968915179
7137.047260681444	7134.486659596073	7098.054146501352
7058.258842846796	7077.065217625299	7127.542990011796
7140.50116725192	7102.521454440649	7094.223118643359
7106.214669822439	7141.345461252102	7099.2216229284195
7125.712787847793	7115.288763458718	7130.214535928924
7106.583787139287	7106.31181396536	7122.442722583422
7089.935823824719	7160.095574148785	7124.433726707935
7087.443020916888	7075.342672914581	7127.09486723773
7150.87549854235	7095.9780903304445	7124.118407557219
7124.79060267973	7109.009552529824	7115.837902740259
7136.414325881007	7138.362815366222	7143.489034519546
7129.353657443638	7131.432826777629	7125.456390401848
7068.073430877074	7054.442717523973	7089.323466976597
7095.524924807838	7104.423643697934	7106.156563892571
7091.145474479705	7072.963534046228	7095.037490515825
7101.364353752581	7100.452044063726	7111.638298822223
7114.863706576243	7103.459838208034	7113.62915818554
7115.14307368711	7083.161953817802	7112.188237522529
7085.580761026955	7095.605957872505	7136.2904426973455
7102.145896391916	7104.5047148629255	7102.672483096691
7099.515629009384	7066.490303832501	7113.167188545254
7110.375639506174	7123.268192688392	7115.0600873765825
7137.047260681444	7122.406662719861	7106.516339512552
7093.241505757085	7082.055157002827	7092.59391910723
7071.877867166329	7085.5007447692915	7111.73770417807
7107.726175867327	7098.6678410673585	7121.542290270518
7185.402177135945	7096.021799313512	7140.990231350132
7087.888712348536	7069.643779093305	7106.2651808049495
7098.534176226427	7127.055635226112	7095.319825764125
7078.250809804714	7127.692569884079	7121.611891507608
7134.996298878164	7112.454605396437	7101.127458611343
7120.342509511083	7072.660207406974	7142.8132108533355
7096.186888352791	7127.416623961555	7105.445351616148
7098.430680694099	7101.923988320903	7090.616048734319
7107.5668184899605	7126.329158432718	7093.920516642396
7100.839671552625	7078.135681913357	7129.686662162929
7108.180129748489	7110.851358036175	7095.275733884311
7122.8695027344675	7101.548675309621	7087.937129727565
7083.244395889755	7108.182194491297	7104.568512459728
7082.586570265477	7092.25524056357	7114.5761827745555
7112.9520374144195	7084.513096512905	7126.418671249683
7081.741800700514	7062.583470357436	7116.974120441102
7111.7935813284985	7140.50116725192	7085.894344836339
7106.317572407105	7106.360665106928	7124.225918997422
7057.645956564739	7123.910988235006	7113.2615926204735
7125.577905546512	7126.628104856762	7105.428244502005
7107.298256399325	7103.562058734503	7124.806819017402
7098.530556471522	7105.792121763366	7103.1189200493345
7074.2078996510845	7061.03589200822	7123.402013972566
7077.146663038558	7109.331079290394	7165.718587792849
7118.265456908729	7092.595144249275	7142.0860338241
7094.6382012666945	7116.562659454278	7107.494483101417
7074.300651024607	7185.402177135945	7092.7309766481
7109.485328652511	7114.615964731451	7135.62205528434
7157.245034254362	7107.75377527829	7115.271250582451
7107.373895547116	7145.131005373305	7105.9912531917025
7121.04271657675	7124.482137235187	7122.519819025307
7128.153691870232	7096.581751104347	7118.2566097142735
7185.402177135945	7110.742392328021	7098.853724179757
7098.663794599018	7125.995318494317	7143.603805471236
7112.618562634399	7083.750953197581	7019.692771885366
7115.403098769775	7113.929696567386	7124.962819489347
7102.957803004729	7126.941040633348	7106.194417004738
7096.390191172141	7091.373476583168	7090.310510120421
7094.574619320024	7115.993125790977	7103.072430784584
7080.041464268141	7063.333240927628	7119.0481827276035
7109.238445071508	7087.99268488204	7132.622819332379
7072.169361329511	7132.857380246962	7143.443968915179
7111.88263641169	7095.327430518438	7118.197908065591
7051.182547121756	7096.905180997195	7135.366665267756
7107.6807650779865	7121.168866328392	7101.550859662901
7091.280495983481	7068.313647447983	7100.566116866593
7105.1824870307555	7142.706120826639	7147.549469680911
7122.43921080743	7104.054001131979	7097.724738767756
7076.408457205664	7070.441867660899	7109.313244825782
7083.943192698465	7115.4893166891825	7130.126666565964
7090.9905917809465	7082.177735726815	7109.948989902993
7092.1674448450785	7092.481061817562	7128.908921586425
7103.621202578692	7087.5936905313265	7107.793960395689
7171.034970175371	7122.446557293935	7129.2488613640135
7085.544564506711	7127.008659109962	7126.834722488093
7122.267863922416	7083.12851829479	7106.402815305316
7114.337383305006	7172.367754733333	7112.010461876724
